review,aspect,key_aspect,count,product
rather heavy for point and shoot but a great camera for semi pros,great camera,digital camera,34,Canon G3
overall it is the best camera on the market,best camera,digital camera,34,Canon G3
the best 4 megapixel4x optical zoom camera available and fairly easy to use,best camera,digital camera,34,Canon G3
best camera ever from the image quality color function i can say almost everything,best camera,digital camera,34,Canon G3
simply the canon g3 is the best digital camera out there today at this price point,best camera,digital camera,34,Canon G3
even with these shortcomings i still think it is the best digital camera available under 1200,best camera,digital camera,34,Canon G3
the g3 is loaded with many useful features and unlike many smaller digital cameras it is easy to hold steady when using slower shutter speeds,digital cameras,digital camera,34,Canon G3
recent price drops have made the g3 the best bargain in digital cameras currently available,digital cameras,digital camera,34,Canon G3
battery life the drawback to most digital cameras to quote k reeves,digital cameras,digital camera,34,Canon G3
the catch with the canon g3 camera and perhaps all of digital cameras is that its unresponsiveness will because you to miss precious shots,digital cameras,digital camera,34,Canon G3
this is my first digital camera and what a toy it is,first camera,digital camera,34,Canon G3
this is my first digital camera and i am very pleased with it,first camera,digital camera,34,Canon G3
this is my first digital camera and i could not be happier,first camera,digital camera,34,Canon G3
i have not yet seen any of the usual problems with digital pictures purple fringing etc so i am very pleased,digital pictures,digital camera,34,Canon G3
the canon computer software used to download sort upload and manage your digital pictures on the computer is very nice and very easy to use,digital pictures,digital camera,34,Canon G3
just a little overview powershot g3 is the flagship of canons powershot series and its an slrlike camera its 4 megapixel and alsmost full manual control gives the pictures a touch of brilliance,slrlike camera,digital camera,34,Canon G3
despite this minor disappointment i highly recommend the canon g3 anyone who is serious about digital photography,digital photography,digital camera,34,Canon G3
the optical zoom works great and the 14x digital zoom is a very nice addition although pictures at the highest digital zoom are a little blurry,digital zoom,digital camera,34,Canon G3
i recommend unreservedly the powershot g3 to any potential buyer looking for a firstclass digital camera at a reasonable price there is no better camera out there period,better camera,digital camera,34,Canon G3
a the picture quality color and sharpness of focusing are so great it completely eliminated my doubt about digital imaging how could one eat rice one grain at a time ,digital imaging,digital camera,34,Canon G3
unfortunately this digital momentcapturing device called the g3 sometimes captures the moment after the one you wanted,digital device,digital camera,34,Canon G3
very comfortable camera easy to use and the best digital photos you are going to get at this price,digital photos,digital camera,34,Canon G3
even with these shortcomings i still think it is the best digital camera available under 1200,available camera,digital camera,34,Canon G3
it gives great pictures the controls are easy to use the battery lasts forever on one single charge the software is very userfriendly and it is beautiful in it chrome casing,great pictures,excellent photos,16,Canon G3
great colors pictures and white balance,great pictures,excellent photos,16,Canon G3
1 slr like programming and exposure control gives you latitude to be creative yet its progam and auto exposure settings provide excellent photos if you do not want to bother with the settings,excellent photos,excellent photos,16,Canon G3
takes excellent photos,excellent photos,excellent photos,16,Canon G3
id highly recommend this camera for anyone who is looking for excellent quality pictures and a combination of ease of use and the flexibility to get advanced with many options to adjust if you like,excellent pictures,excellent photos,16,Canon G3
newbies will find the full auto setting will give them perfect pictures right out of the box,perfect pictures,excellent photos,16,Canon G3
i was able to take great photos of the 4th of july fire works and got some amazing shots of the kids playing with sparklers,great photos,excellent photos,16,Canon G3
but at the same time it takes wonderful pictures very easily in auto mode so that even an average joe like me can use it,wonderful pictures,excellent photos,16,Canon G3
4mp 4x optical zoom takes absolutely beautiful photos with detail that challenges all of the above 5mp cameras easy to understand and use has a great swivel lcd screen a lot of features and addon options comes with great software not to be overlooked and last but by far not least received my fiances stamp of approval two thumbs up ,beautiful photos,excellent photos,16,Canon G3
because it can help a soso photographer take spectacular photos,spectacular photos,excellent photos,16,Canon G3
very comfortable camera easy to use and the best digital photos you are going to get at this price,best photos,excellent photos,16,Canon G3
